도서관명,시도명,시군구명,도서관유형,휴관일,평일운영시작시각,평일운영종료시각,토요일운영시작시각,토요일운영종료시각,공휴일운영시작시각,공휴일운영종료시각,열람좌석수,자료수(도서),자료수(연속간행물),자료수(비도서),대출가능권수,대출가능일수,소재지도로명주소,운영기관명,도서관전화번호,부지면적,건물면적,홈페이지주소,위도,경도,데이터기준일자,제공기관코드,제공기관명
갈산도서관,서울특별시,양천구,공공도서관,"매주월, 법정공휴일",09:00,22:00,09:00,18:00,00:00,00:00,95,47403,0,75,5,14,서울특별시 양천구 목동남로 4길 48-6,양천문화재단,02-2684-5410,,2678,http://lib.yangcheon.or.kr,37.508816,126.867312,2021-04-19,3140000,서울특별시 양천구
신월음악도서관,서울특별시,양천구,공공도서관,"매주월, 법정공휴일",09:00,22:00,09:00,18:00,00:00,00:00,230,56280,0,9576,5,14,서울특별시 양천구 오목로5길 34,양천문화재단,02-2084-5412,,840,http://lib.yangcheon.or.kr,37.524697,126.840067,2021-04-19,3140000,서울특별시 양천구
미감도서관,서울특별시,양천구,공공도서관,"일요일, 법정공휴일",09:00,18:00,09:00,18:00,00:00,00:00,60,16994,0,0,5,14,서울특별시 양천구 목동중앙남로 57-10,양천문화재단,02-2652-5481,,266,http://lib.yangcheon.or.kr,37.538939,126.865463,2021-04-19,3140000,서울특별시 양천구
여우고개어린이문고,광주광역시,북구,작은도서관,매주 토·일요일,12:00,19:00,00:00,00:00,00:00,00:00,28,2500,0,0,3,7,광주광역시 북구 서암대로 284(중흥동),,062-524-2076,,33,,35.16572768,126.9145721,2020-10-27,3620000,광주광역시 북구
연꽃못작은도서관,광주광역시,북구,작은도서관,매주 일요일,09:00,18:00,09:00,13:00,00:00,00:00,12,3330,0,22,3,7,"광주광역시 북구 중문로 55 (우산동, 주공3차아파트관리사무소)",,062-266-3853,,54,,35.17800347,126.9187881,2020-10-27,3620000,광주광역시 북구
연제신안작은도서관,광주광역시,북구,작은도서관,없음,10:00,18:00,10:00,18:00,00:00,00:00,24,3500,0,0,3,7,광주광역시 북구 양산제로 70-7(연제동),,062-576-8291,,100,,35.20079055,126.8701054,2020-10-27,3620000,광주광역시 북구
연제큰꿈작은도서관,광주광역시,북구,작은도서관,매주 일요일,10:00,18:00,13:00,18:00,00:00,00:00,40,4900,0,0,3,7,"광주광역시 북구 양산제로 112(연제동, 관리동 2층)",,062-251-9119,,128.174,,35.20308067,126.8707475,2020-10-27,3620000,광주광역시 북구
예그리나작은도서관,광주광역시,북구,작은도서관,매주 토·일요일,09:30,17:30,00:00,00:00,00:00,00:00,8,1549,0,22,3,7,광주광역시 북구 효죽로 2-1(중흥동),,070-4113-8127,,37.29,,35.169725,126.915272,2020-10-27,3620000,광주광역시 북구
예은작은도서관,광주광역시,북구,작은도서관,매주 토·일요일,10:00,18:00,00:00,00:00,00:00,00:00,15,2000,0,0,3,7,광주광역시 북구 군왕로168번길 50(두암동),,062-263-8004,,33,,35.17553339,126.936276,2020-10-27,3620000,광주광역시 북구
오치1동작은도서관,광주광역시,북구,작은도서관,"매주 일요일, 국가지정공휴일(토요일:9시-12시운영)",09:00,18:00,09:00,12:00,00:00,00:00,30,6210,2,0,5,15,"광주광역시 북구 우치로274번길 48(오치1동, 주민자치센터 2층)",광주광역시 북구 오치1동주민센터,062-410-8825,,138,,35.1891024478,126.9081324734,2020-10-27,3620000,광주광역시 북구
오치2동작은도서관,광주광역시,북구,작은도서관,"매주 토·일요일, 국가지정공휴일",09:00,18:00,00:00,00:00,00:00,00:00,12,7056,2,0,5,15,광주광역시 북구 서하로183번길 29(오치2동 주민센터 1층),광주광역시 북구 오치2동주민센터,062-410-8834,,87,,35.1900903,126.9004858726,2020-10-27,3620000,광주광역시 북구
오치세우는작은도서관,광주광역시,북구,작은도서관,매주 일요일,10:00,18:00,11:00,16:00,00:00,00:00,40,2960,0,0,3,7,광주광역시 북구 우치로228번길 47(오치동),,062-264-3927,,66,,35.18662332,126.9077167,2020-10-27,3620000,광주광역시 북구
용봉작은도서관,광주광역시,북구,작은도서관,"매주 일·월요일, 국가지정공휴일",09:00,18:00,09:00,18:00,00:00,00:00,20,7999,2,0,5,15,"광주광역시 북구 설죽로415번길 16(용봉동, 노인복지회관 2층)",광주광역시 북구 도서관과,062-510-1349,,136,,35.1964337594,126.8989244349,2020-10-27,3620000,광주광역시 북구
포천시립중앙도서관,경기도,포천시,공공도서관,"매월마지막주금요일, 법정공휴일",09:00,22:00,09:00,18:00,09:00,18:00,326,106409,71,1381,7,14,경기도 포천시 중앙로207번길26,경기도 포천시,031-538-3912,7249,4919,https://lib.pocheon.go.kr/center/,37.908101,127.205771,2020-12-01,5600000,경기도 포천시
포천시립소흘도서관,경기도,포천시,공공도서관,"매월 마지막주 월요일, 법정공휴일",09:00,22:00,09:00,18:00,09:00,18:00,185,84221,77,1733,7,14,경기도 포천시 송우로 101-29,경기도 포천시,031-538-3951,4003.1,1985.01,https://lib.pochoen.go.kr/sh,37.8296046,127.137558,2020-12-01,5600000,경기도 포천시
포천시립가산도서관,경기도,포천시,공공도서관,매주금요일 및 법정공휴일,09:00,20:00,09:00,18:00,00:00,00:00,54,36815,43,1075,7,14,경기도 포천시 가산면 선마로 223,경기도 포천시,031-538-3981,6648,1078.96,https://lib.pocheon.go.kr/gs/,37.84821007,127.1861447,2020-12-01,5600000,경기도 포천시
포천시립일동도서관,경기도,포천시,공공도서관,"매주 월요일, 법정 공휴일",09:00,22:00,09:00,15:00,09:00,18:00,260,84822,46,2774,7,14,경기도 포천시 일동면 화동로 1021,경기도 포천시,031-538-3931,1745,1999.85,http://lib.pocheon.go.kr/id,37.954934,127.315553,2020-12-01,5600000,경기도 포천시
포천시립영중꿈나무도서관,경기도,포천시,공공도서관,"매주 일요일, 월요일, 법정공휴일",09:00,18:00,10:00,19:00,00:00,00:00,0,33143,14,1777,7,14,경기도 포천시 영북면 양문로 151,포천시립영중꿈나무도서관,031-538-3942,6600,610.67,https://lib.pocheon.go.kr/yb/,38.005629,127.245302,2020-12-01,5600000,경기도 포천시
포천시립영북도서관,경기도,포천시,공공도서관,"매주 금요일, 법정공휴일",09:00,20:00,09:00,18:00,00:00,00:00,38,33541,42,1285,7,14,경기도 포천시 영북면 운천안길 3,경기도 포천시,031-538-3971,1382,1127,https://lib.pocheon.go.kr/yj/,38.08772182,127.2742284225,2020-12-01,5600000,경기도 포천시
중앙도서관,경기도,양평군,공공도서관,"신정,설,추석연휴",08:00,00:00,08:00,00:00,08:00,00:00,280,188669,18,7989,7,14,경기도 양평군 양평읍 양근로 240-9,경기도 양평군청,031-770-2711,5236,1936,http://www.yplib.go.kr,37.48591089,127.494309,2020-12-14,4170000,경기도 양평군
어린이도서관,경기도,양평군,공공도서관,매주월/공휴일,09:00,18:00,09:00,18:00,09:00,18:00,108,80327,16,5481,7,14,경기도 양평군 양평읍 양근로 240-9,경기도 양평군청,031-770-2758,5236,1970,http://www.yplib.go.kr,37.48591089,127.4943424,2020-12-14,4170000,경기도 양평군
양서친환경도서관,경기도,양평군,공공도서관,"신정,설,추석연휴",08:00,00:00,08:00,00:00,08:00,00:00,293,87832,15,3339,7,14,경기도 양평군 양서면 양수로 110,경기도 양평군청,031-770-2591,2934,1497,http://www.yplib.go.kr,37.5425053,127.3233071,2020-12-14,4170000,경기도 양평군
용문도서관,경기도,양평군,공공도서관,"신정,설,추석연휴",08:00,00:00,08:00,00:00,08:00,00:00,264,106360,11,5343,7,14,경기도 양평군 용문면 용문로 395,경기도 양평군청,031-770-2709,1655,1451,http://www.yplib.go.kr,37.48716841,127.5962168,2020-12-14,4170000,경기도 양평군
지평도서관,경기도,양평군,공공도서관,"신정,설,추석연휴",08:00,22:00,08:00,22:00,08:00,22:00,162,42674,20,1403,7,14,경기도 양평군 지평면 지평의병로116번길 5-1,경기도 양평군청,031-770-2561,2215,1045,http://www.yplib.go.kr,37.47363598,127.638409,2020-12-14,4170000,경기도 양평군
경상북도교육청 청송도서관,경상북도,청송군,공공도서관,매주 월요일,09:00,18:00,09:00,17:00,09:00,17:00,350,87555,96,8089,5,14,경상북도 청송군 청송읍 군청로 25,경상북도교육청 청송도서관,054-872-4905,4111,1387,http://www.gbelib.kr/cs/index.do,36.437117625,129.0545559779,2020-07-06,8881000,경상북도교육청 경상북도청송교육지원청
경상북도교육청금호도서관,경상북도,영천시,공공도서관,"매주 월요일, 관공서의 공휴일",09:00,22:00,09:00,22:00,00:00,00:00,204,80189,162,2792,5,14,경상북도 영천시 금호읍 금호로 173,경상북도교육청금호도서관,054-335-2124,990,1187,http://www.gbelib.kr/ycgh,35.9343521616,128.879846,2020-07-06,8821000,경상북도교육청 경상북도영천교육지원청
동양도서관,인천광역시,계양구,공공도서관,매주월요일,06:00,22:00,06:00,22:00,06:00,22:00,245,47010,8,624,5,14,인천광역시 계양구 당미길 31,계양문화원,032-541-1800,1650,1601,http://www.gygl.go.kr,37.561924,126.7578335,2020-12-09,3550000,인천광역시 계양구
임학도서관,인천광역시,계양구,공공도서관,매주수요일,06:00,22:00,06:00,22:00,06:00,22:00,61,11386,0,624,5,14,인천광역시 계양구 임학동로 26-1,계양구청,032-551-9701,330,727,http://www.gygl.go.kr,37.544346688,126.736215289,2020-12-09,3550000,인천광역시 계양구
성북정보도서관,서울특별시,성북구,공공도서관,"매월 첫째, 셋째 주 월요일 및 법정공휴일",09:00,18:00,09:00,18:00,09:00,18:00,480,171379,358,9098,5,14,서울특별시 성북구 화랑로 18자길 13,성북문화재단,02-962-1081,2468,6667,https://www.sblib.seoul.kr/sblib/,37.6049514,127.0505858,2020-08-26,3070000,서울특별시 성북구
아리랑도서관,서울특별시,성북구,공공도서관,"매월 둘째, 넷째 주 월요일 및 법정공휴일",09:00,18:00,09:00,18:00,09:00,18:00,274,138344,99,9835,5,14,서울특별시 성북구 아리랑로 82,성북문화재단,02-3291-4990,2352,2018,https://www.sblib.seoul.kr/sblib/,37.60005935,127.0139286,2020-08-26,3070000,서울특별시 성북구
해오름도서관,서울특별시,성북구,공공도서관,매주 월요일 및 법정공휴일,09:00,18:00,09:00,18:00,09:00,18:00,70,37621,11,1290,5,14,서울특별시 성북구 성북로4길 52,성북문화재단,02-6925-7002,985,342,https://www.sblib.seoul.kr/sblib/,37.59290593,127.0094026,2020-08-26,3070000,서울특별시 성북구
종암동새날도서관,서울특별시,성북구,공공도서관,매주 월요일 및 법정공휴일,09:00,18:00,09:00,18:00,09:00,18:00,110,36595,29,1773,5,14,서울특별시 성북구 종암로 98-8,성북문화재단,02-6925-6920,724,578,https://www.sblib.seoul.kr/sblib/,37.5990361,127.035222,2020-08-26,3070000,서울특별시 성북구
서경로꿈마루도서관,서울특별시,성북구,작은도서관,매주 월요일 및 법정공휴일,09:00,18:00,09:00,18:00,09:00,18:00,30,8759,11,160,5,14,서울특별시 성북구 서경로 94-1,성북문화재단,02-6925-0300,165,126,https://www.sblib.seoul.kr/sblib/,37.61146229,127.0138628,2020-08-26,3070000,서울특별시 성북구
석관동미리내도서관,서울특별시,성북구,공공도서관,매주 월요일 및 법정공휴일,09:00,18:00,09:00,18:00,09:00,18:00,89,30270,35,662,5,14,서울특별시 성북구 한천로66길 203,성북문화재단,02-960-5067,433,542,https://www.sblib.seoul.kr/sblib/,37.6134793,127.0654922,2020-08-26,3070000,서울특별시 성북구
달빛마루도서관,서울특별시,성북구,공공도서관,매주 월요일 및 법정공휴일,09:00,18:00,09:00,18:00,09:00,18:00,130,47054,79,1213,5,14,서울특별시 성북구 종암로 167,성북문화재단,02-911-0993,13927,829,https://www.sblib.seoul.kr/sblib/,37.6050584,127.0309893,2020-08-26,3070000,서울특별시 성북구
정릉도서관,서울특별시,성북구,공공도서관,매주 월요일 및 법정공휴일,09:00,18:00,09:00,18:00,09:00,18:00,81,25178,29,774,5,14,서울특별시 성북구 정릉로 242,성북문화재단,02-2038-9928,565,283,https://www.sblib.seoul.kr/sblib/,37.60474125,127.0105819,2020-08-26,3070000,서울특별시 성북구
청수도서관,서울특별시,성북구,공공도서관,매주 월요일 및 법정공휴일,09:00,18:00,09:00,18:00,09:00,18:00,95,29826,25,808,5,14,서울특별시 성북구 보국문로 16가길 20,성북문화재단,02-2038-4423,423,462,https://www.sblib.seoul.kr/sblib/,37.61174732,127.0107732,2020-08-26,3070000,서울특별시 성북구
아리랑어린이도서관,서울특별시,성북구,공공도서관,"매월 둘째, 넷째 주 월요일 및 법정공휴일",09:00,18:00,09:00,18:00,09:00,18:00,110,31679,20,785,5,14,서울특별시 성북구 아리랑로 75,성북문화재단,02-6906-9362,693,693,https://www.sblib.seoul.kr/sblib/,37.59883044,127.0136249,2020-08-26,3070000,서울특별시 성북구
이음도서관,서울특별시,성북구,작은도서관,매주 토요일 일요일 및 법정공휴일,09:00,18:00,00:00,00:00,09:00,18:00,30,2496,5,0,5,14,서울특별시 성북구 보문로 168,성북문화재단,02-6954-0023,179,179,https://www.sblib.seoul.kr/sblib/,37.5894118,127.0168327,2020-08-26,3070000,서울특별시 성북구
월곡꿈그림도서관,서울특별시,성북구,공공도서관,매주 월요일 및 법정공휴일,09:00,18:00,09:00,18:00,09:00,18:00,82,13521,4,61,5,14,서울특별시 성북구 화랑로 13길 17,성북문화재단,02-6549-1553,340,340,https://www.sblib.seoul.kr/sblib/,37.60507324,127.0413674,2020-08-26,3070000,서울특별시 성북구
장위행복누림도서관,서울특별시,성북구,공공도서관,"매주일요일,월요일 및 법정공휴일",09:00,18:00,09:00,18:00,09:00,18:00,60,6376,15,0,5,14,서울특별시 성북구 장위로21다길 53,성북문화재단,02-6906-9390,398,398,https://www.sblib.seoul.kr/sblib/,37.61589067,127.045836,2020-08-26,3070000,서울특별시 성북구
성북길빛도서관,서울특별시,성북구,공공도서관,매주 월요일 및 법정공휴일,09:00,18:00,09:00,18:00,09:00,18:00,250,143702,66,9583,5,14,서울특별시 성북구 숭인로 8길 52,성북문화재단,02-6949-0031,,,https://www.sblib.seoul.kr/sblib/,37.60996089,127.026443,2020-08-26,3070000,서울특별시 성북구
의령도서관,경상남도,의령군,공공도서관,"매주월요일, 국가지정공휴일",09:00,18:00,09:00,18:00,09:00,18:00,267,110371,115,5848,10,14,경상남도 의령군 의령읍 의병로25길 9-8,의령군 의령교육지원청,055-572-0941,3323,1678,http://urlib.gne.go.kr/,35.3197983,128.2667282,2020-12-08,5390000,경상남도 의령군
석수도서관,경기도,안양시,공공도서관,"매주 월요일, 국가지정공휴일",08:00,23:00,08:00,23:00,08:00,20:00,2000,316778,257,92902,5,14,경기도 안양시 만안구 양화로217번길 34 (석수동),안양시,031-8045-6106,13713,10652,http://lib.anyang.go.kr/,37.4116018,126.902654,2020-08-11,3830000,경기도 안양시
만안도서관,경기도,안양시,공공도서관,"매주 금요일, 국가지정공휴일",08:00,23:00,08:00,23:00,08:00,20:00,783,282482,336,11637,5,14,경기도 안양시 만안구 냉천로 51 (안양동),안양시,031-8045-6161,11475,4190,http://lib.anyang.go.kr/,37.3861957,126.9262236,2020-08-11,3830000,경기도 안양시
삼덕도서관,경기도,안양시,공공도서관,"매주 월요일, 국가지정공휴일",08:00,23:00,08:00,23:00,08:00,20:00,390,53160,110,1071,5,14,경기도 안양시 만안구 병목안로 58 (안양동),안양시,031-8045-6350,1047,2688,http://lib.anyang.go.kr/,37.3964004843,126.9154012012,2020-08-11,3830000,경기도 안양시
박달도서관,경기도,안양시,공공도서관,"매주 금요일, 국가지정공휴일",08:00,23:00,08:00,23:00,08:00,20:00,400,91414,130,5413,5,14,경기도 안양시 만안구 박달로 459 (박달동),안양시,031-8045-6183,674,2504,http://lib.anyang.go.kr/,37.4025131,126.9035738,2020-08-11,3830000,경기도 안양시
평촌도서관,경기도,안양시,공공도서관,"매주 금요일, 국가지정공휴일",08:00,23:59,08:00,23:59,08:00,23:59,834,222432,319,10205,5,14,경기도 안양시 동안구 관평로 213 (관양동),안양시,031-8045-6201,10000,3642,http://lib.anyang.go.kr,37.3960575,126.9578036,2020-08-11,3830000,경기도 안양시
비산도서관,경기도,안양시,공공도서관,"매주 월요일, 국가지정공휴일",08:00,23:00,08:00,23:00,08:00,23:00,724,88203,187,4359,5,14,경기도 안양시 동안구 관악대로 123 (비산동),안양시,031-8045-6243,1000,3244,http://lib.anyang.go.kr,37.3991121,126.9376493,2020-08-11,3830000,경기도 안양시
호계도서관,경기도,안양시,공공도서관,"매주 월요일, 국가지정공휴일",08:00,23:00,08:00,23:00,08:00,23:00,642,170442,220,9453,5,14,경기도 안양시 동안구 경수대로685번길 26 (호계동),안양시,031-8045-6261,5220,2951,http://lib.anyang.go.kr,37.3830584,126.9505302,2020-08-11,3830000,경기도 안양시
어린이도서관,경기도,안양시,공공도서관,"매주 월요일, 국가지정공휴일",10:00,19:00,10:00,18:00,10:00,18:00,770,106639,83,17417,5,14,경기도 안양시 동안구 동안로 66 (호계동),안양시,031-8045-6271,1398,3280,http://lib.anyang.go.kr,37.384981,126.954594,2020-08-11,3830000,경기도 안양시
